,Temp,Yield,Comp,Al,Cr,Mn,Fe,Co,Ni,Cu,Ta,Ti,V,Zr,Nb,Mo,Zn,W,Sn,Nd
577,1000,736,HfMoNbTaTiWZr,0,0,0,0,0,0,0,0.166666667,0.166666667,0,0.166666667,0.166666667,0.166666667,0,0.166666667,0,0
578,1200,703,HfMoNbTaTiWZr,0,0,0,0,0,0,0,0.166666667,0.166666667,0,0.166666667,0.166666667,0.166666667,0,0.166666667,0,0
579,2470.71,0,HfMoNbTaTiWZr,0,0,0,0,0,0,0,0.166666667,0.166666667,0,0.166666667,0.166666667,0.166666667,0,0.166666667,0,0
580,25,1512,HfMoNbTaTiZr,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.2,0.2,0,0,0,0
581,800,1007,HfMoNbTaTiZr,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.2,0.2,0,0,0,0
582,1000,814,HfMoNbTaTiZr,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.2,0.2,0,0,0,0
583,1200,556,HfMoNbTaTiZr,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.2,0.2,0,0,0,0
584,2312,0,HfMoNbTaTiZr,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.2,0.2,0,0,0,0
585,25,1369,HfMoNbTaTi,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0,0
586,800,822,HfMoNbTaTi,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0,0
587,1000,778,HfMoNbTaTi,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0,0
588,1200,699,HfMoNbTaTi,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0,0
589,1400,367,HfMoNbTaTi,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0,0
590,2403.6,0,HfMoNbTaTi,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0,0
591,25,1524,HfMoNbTaZr,0,0,0,0,0,0,0,0.25,0,0,0.25,0.25,0.25,0,0,0,0
592,800,1005,HfMoNbTaZr,0,0,0,0,0,0,0,0.25,0,0,0.25,0.25,0.25,0,0,0,0
593,1000,927,HfMoNbTaZr,0,0,0,0,0,0,0,0.25,0,0,0.25,0.25,0.25,0,0,0,0
594,1200,694,HfMoNbTaZr,0,0,0,0,0,0,0,0.25,0,0,0.25,0.25,0.25,0,0,0,0
595,1400,278,HfMoNbTaZr,0,0,0,0,0,0,0,0.25,0,0,0.25,0.25,0.25,0,0,0,0
596,2441,0,HfMoNbTaZr,0,0,0,0,0,0,0,0.25,0,0,0.25,0.25,0.25,0,0,0,0
597,25,1719,HfMoNbTiZr,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0.25,0,0,0,0
598,25,1575,HfMoNbTiZr,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0.25,0,0,0,0
599,800,825,HfMoNbTiZr,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0.25,0,0,0,0
600,900,728,HfMoNbTiZr,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0.25,0,0,0,0
601,1000,635,HfMoNbTiZr,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0.25,0,0,0,0
602,1100,397,HfMoNbTiZr,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0.25,0,0,0,0
603,1200,187,HfMoNbTiZr,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0.25,0,0,0,0
604,2297,0,HfMoNbTiZr,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0.25,0,0,0,0
605,25,1719,HfMoNbTiZr,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0.25,0,0,0,0
606,25,1575,HfMoNbTiZr,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0.25,0,0,0,0
607,800,829,HfMoNbTiZr,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0.25,0,0,0,0
608,800,825,HfMoNbTiZr,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0.25,0,0,0,0
609,900,728,HfMoNbTiZr,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0.25,0,0,0,0
610,1000,721,HfMoNbTiZr,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0.25,0,0,0,0
611,1000,635,HfMoNbTiZr,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0.25,0,0,0,0
612,1100,397,HfMoNbTiZr,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0.25,0,0,0,0
613,1200,301,HfMoNbTiZr,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0.25,0,0,0,0
614,1200,187,HfMoNbTiZr,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0.25,0,0,0,0
615,2297,0,HfMoNbTiZr,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0.25,0,0,0,0
616,25,1600,HfMoTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0.25,0,0,0,0
617,800,1045,HfMoTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0.25,0,0,0,0
618,1000,855,HfMoTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0.25,0,0,0,0
619,1200,404,HfMoTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0.25,0,0,0,0
620,2279.2,0,HfMoTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0.25,0,0,0,0
621,25,1550,HfNbTaTiWZr,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.2,0,0,0.2,0,0
622,800,577,HfNbTaTiWZr,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.2,0,0,0.2,0,0
623,1000,409,HfNbTaTiWZr,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.2,0,0,0.2,0,0
624,1200,345,HfNbTaTiWZr,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.2,0,0,0.2,0,0
625,2445.33,0,HfNbTaTiWZr,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.2,0,0,0.2,0,0
626,25,1073,HfNbTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0
627,25,1015,HfNbTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0
628,25,1520,HfNbTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0
629,25,795,HfNbTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0
630,25,1900,HfNbTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0
631,25,830,HfNbTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0
632,25,1303,HfNbTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0
633,25,1202,HfNbTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0
634,25,1145,HfNbTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0
635,25,958,HfNbTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0
636,25,944,HfNbTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0
637,25,940,HfNbTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0
638,25,940,HfNbTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0
639,25,929,HfNbTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0
640,25,905,HfNbTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0
641,25,890,HfNbTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0
642,25,828,HfNbTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0
643,25,827,HfNbTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0
644,25,820,HfNbTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0
645,25,803,HfNbTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0
646,400,790,HfNbTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0
647,600,675,HfNbTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0
648,800,535,HfNbTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0
649,800,475,HfNbTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0
650,800,285,HfNbTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0
651,1000,295,HfNbTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0
652,1200,92,HfNbTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0
653,2250,0,HfNbTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0
654,25,1073,HfNbTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0
655,25,1015,HfNbTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0
656,400,790,HfNbTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0
657,600,675,HfNbTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0
658,800,535,HfNbTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0
659,800,475,HfNbTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0
660,1000,295,HfNbTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0
661,1200,92,HfNbTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0
662,2250,0,HfNbTaTiZr,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0
663,20,834,HfNbTaTi,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0,0.333333333,0,0,0,0,0
664,20,860,HfNbTaTi,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0,0.333333333,0,0,0,0,0
665,200,610,HfNbTaTi,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0,0.333333333,0,0,0,0,0
666,600,473,HfNbTaTi,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0,0.333333333,0,0,0,0,0
667,2348.75,0,HfNbTaTi,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0,0.333333333,0,0,0,0,0
668,25,1000,HfNbTiZr,0,0,0,0,0,0,0,0,0.333333333,0,0.333333333,0.333333333,0,0,0,0,0
669,800,303,HfNbTiZr,0,0,0,0,0,0,0,0,0.333333333,0,0.333333333,0.333333333,0,0,0,0,0
670,1000,154,HfNbTiZr,0,0,0,0,0,0,0,0,0.333333333,0,0.333333333,0.333333333,0,0,0,0,0
671,2058.25,0,HfNbTiZr,0,0,0,0,0,0,0,0,0.333333333,0,0.333333333,0.333333333,0,0,0,0,0
672,25,2483,MoNbSi0.75TaW,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0,0.25,0,0
673,1200,960,MoNbSi0.75TaW,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0,0.25,0,0
674,2652.53,0,MoNbSi0.75TaW,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0,0.25,0,0
675,25,1455,MoNbTaTiW,0,0,0,0,0,0,0,0.2,0.2,0,0,0.2,0.2,0,0.2,0,0
676,25,1343,MoNbTaTiW,0,0,0,0,0,0,0,0.2,0.2,0,0,0.2,0.2,0,0.2,0,0
677,600,689,MoNbTaTiW,0,0,0,0,0,0,0,0.2,0.2,0,0,0.2,0.2,0,0.2,0,0
678,800,674,MoNbTaTiW,0,0,0,0,0,0,0,0.2,0.2,0,0,0.2,0.2,0,0.2,0,0
679,1000,620,MoNbTaTiW,0,0,0,0,0,0,0,0.2,0.2,0,0,0.2,0.2,0,0.2,0,0
680,1200,586,MoNbTaTiW,0,0,0,0,0,0,0,0.2,0.2,0,0,0.2,0.2,0,0.2,0,0
681,2641,0,MoNbTaTiW,0,0,0,0,0,0,0,0.2,0.2,0,0,0.2,0.2,0,0.2,0,0
682,20,1210,MoNbTaTi,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0,0
683,60,1071,MoNbTaTi,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0,0
684,100,1029,MoNbTaTi,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0,0
685,200,868,MoNbTaTi,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0,0
686,300,732,MoNbTaTi,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0,0
687,400,685,MoNbTaTi,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0,0
688,600,593,MoNbTaTi,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0,0
689,800,564,MoNbTaTi,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0,0
690,1000,539,MoNbTaTi,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0,0
691,2403.6,0,MoNbTaTi,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0,0
692,25,1246,MoNbTaVW,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0,0.2,0,0
693,600,862,MoNbTaVW,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0,0.2,0,0
694,800,846,MoNbTaVW,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0,0.2,0,0
695,1000,842,MoNbTaVW,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0,0.2,0,0
696,1200,735,MoNbTaVW,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0,0.2,0,0
697,1400,656,MoNbTaVW,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0,0.2,0,0
698,1600,477,MoNbTaVW,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0,0.2,0,0
699,2690,0,MoNbTaVW,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0,0.2,0,0
700,25,996,MoNbTaW,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0,0.25,0,0
701,25,1058,MoNbTaW,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0,0.25,0,0
702,25,1217,MoNbTaW,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0,0.25,0,0
703,600,561,MoNbTaW,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0,0.25,0,0
704,800,552,MoNbTaW,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0,0.25,0,0
705,1000,548,MoNbTaW,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0,0.25,0,0
706,1200,506,MoNbTaW,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0,0.25,0,0
707,1400,421,MoNbTaW,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0,0.25,0,0
708,1600,405,MoNbTaW,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0,0.25,0,0
709,2885,0,MoNbTaW,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0,0.25,0,0
710,25,996,MoNbTaW,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0,0.25,0,0
711,25,1058,MoNbTaW,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0,0.25,0,0
712,600,561,MoNbTaW,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0,0.25,0,0
713,800,552,MoNbTaW,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0,0.25,0,0
714,1000,548,MoNbTaW,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0,0.25,0,0
715,1200,506,MoNbTaW,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0,0.25,0,0
716,1400,421,MoNbTaW,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0,0.25,0,0
717,1600,405,MoNbTaW,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0,0.25,0,0
718,2885,0,MoNbTaW,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0,0.25,0,0
719,23,1706,MoNbTiVZr,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0
720,1000,467,MoNbTiVZr,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0
721,1200,116,MoNbTiVZr,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0
722,2106.6,0,MoNbTiVZr,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0
723,23,1100,MoNbTi,0,0,0,0,0,0,0,0,0.333333333,0,0,0.333333333,0.333333333,0,0,0,0
724,1000,504,MoNbTi,0,0,0,0,0,0,0,0,0.333333333,0,0,0.333333333,0.333333333,0,0,0,0
725,1200,324,MoNbTi,0,0,0,0,0,0,0,0,0.333333333,0,0,0.333333333,0.333333333,0,0,0,0
726,2256,0,MoNbTi,0,0,0,0,0,0,0,0,0.333333333,0,0,0.333333333,0.333333333,0,0,0,0
727,25,918,Nb0.5Ti0.5VZr0.5,0,0,0,0,0,0,0,0,0.2,0.4,0.2,0.2,0,0,0,0,0
728,600,571,Nb0.5Ti0.5VZr0.5,0,0,0,0,0,0,0,0,0.2,0.4,0.2,0.2,0,0,0,0,0
729,800,240,Nb0.5Ti0.5VZr0.5,0,0,0,0,0,0,0,0,0.2,0.4,0.2,0.2,0,0,0,0,0
730,1000,72,Nb0.5Ti0.5VZr0.5,0,0,0,0,0,0,0,0,0.2,0.4,0.2,0.2,0,0,0,0,0
731,1964,0,Nb0.5Ti0.5VZr0.5,0,0,0,0,0,0,0,0,0.2,0.4,0.2,0.2,0,0,0,0,0
732,23,1244,NbRe0.3TiZr,0,0,0,0,0,0,0,0,0.333333333,0,0.333333333,0.333333333,0,0,0,0,0
733,1000,323,NbRe0.3TiZr,0,0,0,0,0,0,0,0,0.333333333,0,0.333333333,0.333333333,0,0,0,0,0
734,1200,89,NbRe0.3TiZr,0,0,0,0,0,0,0,0,0.333333333,0,0.333333333,0.333333333,0,0,0,0,0
735,2107.73,0,NbRe0.3TiZr,0,0,0,0,0,0,0,0,0.333333333,0,0.333333333,0.333333333,0,0,0,0,0
736,23,882,NbTa0.3TiZr,0,0,0,0,0,0,0,0.090909091,0.303030303,0,0.303030303,0.303030303,0,0,0,0,0
737,1000,274,NbTa0.3TiZr,0,0,0,0,0,0,0,0.090909091,0.303030303,0,0.303030303,0.303030303,0,0,0,0,0
738,1200,102,NbTa0.3TiZr,0,0,0,0,0,0,0,0.090909091,0.303030303,0,0.303030303,0.303030303,0,0,0,0,0
739,2092.45,0,NbTa0.3TiZr,0,0,0,0,0,0,0,0.090909091,0.303030303,0,0.303030303,0.303030303,0,0,0,0,0
740,-187,2112,NbTaTiVZr,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0
741,23,1395,NbTaTiVZr,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0
742,25,1513,NbTaTiVZr,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0
743,1000,190,NbTaTiVZr,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0
744,1200,78,NbTaTiVZr,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0
745,2185.4,0,NbTaTiVZr,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0
746,20,1054,NbTaTiW,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0,0,0.25,0,0
747,100,968,NbTaTiW,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0,0,0.25,0,0
748,200,869,NbTaTiW,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0,0,0.25,0,0
749,300,754,NbTaTiW,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0,0,0.25,0,0
750,400,627,NbTaTiW,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0,0,0.25,0,0
751,600,596,NbTaTiW,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0,0,0.25,0,0
752,800,564,NbTaTiW,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0,0,0.25,0,0
753,1000,459,NbTaTiW,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0,0,0.25,0,0
754,2646,0,NbTaTiW,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0,0,0.25,0,0
755,20,573,NbTaTi,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0,0.333333333,0,0,0,0,0
756,100,486,NbTaTi,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0,0.333333333,0,0,0,0,0
757,200,378,NbTaTi,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0,0.333333333,0,0,0,0,0
758,300,314,NbTaTi,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0,0.333333333,0,0,0,0,0
759,400,232,NbTaTi,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0,0.333333333,0,0,0,0,0
760,600,222,NbTaTi,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0,0.333333333,0,0,0,0,0
761,800,210,NbTaTi,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0,0.333333333,0,0,0,0,0
762,1000,160,NbTaTi,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0,0.333333333,0,0,0,0,0
763,2387.33,0,NbTaTi,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0,0.333333333,0,0,0,0,0
764,23,975,NbTiZr,0,0,0,0,0,0,0,0,0.333333333,0,0.333333333,0.333333333,0,0,0,0,0
765,800,462,NbTiZr,0,0,0,0,0,0,0,0,0.333333333,0,0.333333333,0.333333333,0,0,0,0,0
766,1000,141,NbTiZr,0,0,0,0,0,0,0,0,0.333333333,0,0.333333333,0.333333333,0,0,0,0,0
767,1000,218,NbTiZr,0,0,0,0,0,0,0,0,0.333333333,0,0.333333333,0.333333333,0,0,0,0,0
768,1200,61,NbTiZr,0,0,0,0,0,0,0,0,0.333333333,0,0.333333333,0.333333333,0,0,0,0,0
769,2000,0,NbTiZr,0,0,0,0,0,0,0,0,0.333333333,0,0.333333333,0.333333333,0,0,0,0,0
