Comp,Tbreak,YS at Tbreak,Al,Cr,Mn,Fe,Co,Ni,Cu,Ta,Ti,V,Zr,Nb,Mo,Zn,W,Sn,Nd,Hf,Si,VEC,ElectDiff,Atomic Size Diff,Mixing Enthalpy,Mixing Entropy,AVG Shear Modulus,AVG Bulk Modulus,AVG Possion Ratio,Itinerate Electron,Cohesive Energy,Gamma,Local Size Mismatch,Local Shear Modulus Mismatch,Local Electronegativity Mismatch,Avg Melting Pt,VEC_log,VEC_sqrt,VEC_square,VEC_cube,VEC_exp,ElectDiff_log,ElectDiff_sqrt,ElectDiff_square,ElectDiff_cube,ElectDiff_exp,Atomic Size Diff_log,Atomic Size Diff_sqrt,Atomic Size Diff_square,Atomic Size Diff_cube,Atomic Size Diff_exp,Mixing Enthalpy_log,Mixing Enthalpy_sqrt,Mixing Enthalpy_square,Mixing Enthalpy_cube,Mixing Enthalpy_exp,Mixing Entropy_log,Mixing Entropy_sqrt,Mixing Entropy_square,Mixing Entropy_cube,Mixing Entropy_exp,AVG Shear Modulus_log,AVG Shear Modulus_sqrt,AVG Shear Modulus_square,AVG Shear Modulus_cube,AVG Shear Modulus_exp,AVG Bulk Modulus_log,AVG Bulk Modulus_sqrt,AVG Bulk Modulus_square,AVG Bulk Modulus_cube,AVG Bulk Modulus_exp,AVG Possion Ratio_log,AVG Possion Ratio_sqrt,AVG Possion Ratio_square,AVG Possion Ratio_cube,AVG Possion Ratio_exp,Itinerate Electron_log,Itinerate Electron_sqrt,Itinerate Electron_square,Itinerate Electron_cube,Itinerate Electron_exp,Cohesive Energy_log,Cohesive Energy_sqrt,Cohesive Energy_square,Cohesive Energy_cube,Cohesive Energy_exp,Gamma_log,Gamma_sqrt,Gamma_square,Gamma_cube,Gamma_exp,Local Size Mismatch_log,Local Size Mismatch_sqrt,Local Size Mismatch_square,Local Size Mismatch_cube,Local Size Mismatch_exp,Local Shear Modulus Mismatch_log,Local Shear Modulus Mismatch_sqrt,Local Shear Modulus Mismatch_square,Local Shear Modulus Mismatch_cube,Local Shear Modulus Mismatch_exp,Local Electronegativity Mismatch_log,Local Electronegativity Mismatch_sqrt,Local Electronegativity Mismatch_square,Local Electronegativity Mismatch_cube,Local Electronegativity Mismatch_exp,Avg Melting Pt_log,Avg Melting Pt_sqrt,Avg Melting Pt_square,Avg Melting Pt_cube,Assigned Point,Criteria Satisfied,Temp Range
CoCrFeHf0.6Ni,913.8698575,1272.755039,0,0.217391304,0,0.217391304,0.217391304,0.217391304,0,0,0,0,0,0,0,0,0,0,0,0.130434783,0,7.695652164,0.196976197,8.938500144,-14.97164462,13.24158918,84.13043469,164.3478259,0.29173913,7.434782598,7.22130434,1.315176859,-0.038973535,8.355387508,0.021172023,2191.999998,2.040655515,2.774103849,59.22306223,455.760087,2198.7673,-1.624672385,0.443820005,0.038799622,0.007642602,1.217715055,2.190367806,2.989732454,79.89678482,714.1574227,7619.759938,2.706158053,3.869320951,224.1501426,-3355.896277,3.15E-07,2.583362572,3.638899446,175.339684,2321.776063,563312.1421,4.432368388,9.172264425,7077.930041,595469.3311,3.45E+36,5.101985072,12.8198216,27010.20788,4439068.942,2.37E+71,-1.231895266,0.540128809,0.08511172,0.024830419,1.338753731,2.006169339,2.726679775,55.27599228,410.9649855,1693.889424,1.977035593,2.68724847,52.14723637,376.5710643,1368.27259,0.27397115,1.146811606,1.72969017,2.274848485,3.725409799,-3.244872453,0.19741716,0.001518936,-5.92E-05,0.961776162,2.122906541,2.890568717,69.81250041,583.3104938,4253.032377,-3.855074639,0.145506093,0.000448255,9.49E-06,1.02139774,7.692569647,46.81879962,4804863.991,10532261859,6004.890013,4,3
Cr0.5FeMn0.625Ni0.375,1114.695561,84.00438864,0,0.2,0.25,0.4,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,7.65,0.133701159,3.611350613,-2.44,10.97070098,85.95,157,0.272,7.65,7.8615,1.095476107,0.01018475,5.4325,-0.0619,2072.5,2.034705648,2.765863337,58.5225,447.697125,2100.645589,-2.012148126,0.365651691,0.017876,0.002390042,1.143051178,1.284081833,1.900355391,13.04185325,47.09870473,37.01601338,0.891998039,1.562049935,5.9536,-14.526784,0.087160851,2.395228172,3.312204852,120.35628,1320.392759,58145.33784,4.453765732,9.270922284,7387.4025,634947.2449,2.13E+37,5.056245805,12.52996409,24649,3869893,1.53E+68,-1.301953213,0.521536192,0.073984,0.020123648,1.312587001,2.034705648,2.765863337,58.5225,447.697125,2100.645589,2.061977428,2.803836657,61.80318225,485.8657173,2595.410573,0.09118907,1.046649945,1.200067901,1.314645712,2.990606193,-4.586863776,0.100919522,0.000103729,1.06E-06,1.010236791,1.692399433,2.330772404,29.51205625,160.3242456,228.7203321,-2.782235099,0.248797106,0.00383161,-0.000237177,0.93997688,7.636510887,45.52471856,4295256.25,8901918578,42.00219432,1,4
Cr20Nb30Ti40Zr10,848.1050761,720.3547974,0,0.2,0,0,0,0,0,0,0.4,0,0.1,0.3,0,0,0,0,0,0,0,5,0.089044932,6.901323729,-3.44,10.64070803,75.4,136.4,0.34,5,5.929,1.303576833,-0.040344,-1.12,0.0129,2304.95,1.609437912,2.236067977,25,125,148.4131591,-2.418614183,0.298403975,0.007929,0.000706037,1.093129772,1.931713238,2.627037063,47.62826921,328.6981045,993.5890882,1.235471471,1.854723699,11.8336,-40.707584,0.032064685,2.364687026,3.262009815,113.2246674,1204.790627,41802.35807,4.322807275,8.683317338,5685.16,428661.064,5.57E+32,4.915591745,11.67904106,18604.96,2537716.544,1.73E+59,-1.078809661,0.583095189,0.1156,0.039304,1.404947591,1.609437912,2.236067977,25,125,148.4131591,1.779855565,2.434953798,35.153041,208.4223801,375.7785473,0.265111896,1.141742893,1.69931256,2.215184485,3.682444629,-3.210312594,0.200858159,0.001627638,-6.57E-05,0.960458984,0.113328685,1.058300524,1.2544,-1.404928,0.326279795,-4.350527968,0.113578167,0.00016641,2.15E-06,1.012983564,7.742814263,48.00989481,5312794.502,12245725689,848.1050761,1,2
Cr24.75Mo24.75Nb24.75V24.75C1,1387.437691,746.4385555,0,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0,0,0,5.75,0.230475053,5.544761499,-4,11.52565132,80.25,180,0.3225,5.75,6.83,1.182876058,-0.02885625,5.3125,-0.091875,2570.65,1.749199855,2.397915762,33.0625,190.109375,314.1906603,-1.467612652,0.480078174,0.05311875,0.012242547,1.259198054,1.712853608,2.354731725,30.74438008,170.470255,255.8935401,1.386294361,2,16,-64,0.018315639,2.444575101,3.394944966,132.8406384,1531.074879,101280.7173,4.385146762,8.958236434,6440.0625,516815.0156,7.11E+34,5.192956851,13.41640786,32400,5832000,1.49E+78,-1.131652143,0.567890835,0.10400625,0.033542016,1.380574891,1.749199855,2.397915762,33.0625,190.109375,314.1906603,1.921324674,2.613426869,46.6489,318.611987,925.1908125,0.16794881,1.087601056,1.399195769,1.655075175,3.263747444,-3.545428672,0.169871275,0.000832683,-2.40E-05,0.971556116,1.670062534,2.304886114,28.22265625,149.9328613,202.8567368,-2.387326321,0.303108891,0.008441016,-0.000775518,0.91221917,7.851914064,50.70157788,6608241.423,16987475813,8105.384691,4,5
Cr3NbTiZr,1090.235338,283.3544362,0,0.5,0,0,0,0,0,0,0.166666667,0,0.166666667,0.166666667,0,0,0,0,0,0,0,5.333333338,0.118004237,9.790536286,-8.000000015,10.32975695,87.83333339,142.3333335,0.288333334,5.333333338,6.320000005,1.303576833,-0.063558333,10.19444446,0.039166667,2363.150002,1.673976434,2.309401078,28.44444449,151.7037041,207.1272499,-2.137034748,0.343517448,0.013925,0.001643209,1.125248879,2.281416234,3.128983267,95.85460077,938.467947,17863.88375,2.079441544,2.828427127,64.00000024,-512.0000029,0.000335463,2.335028754,3.213993925,106.7038786,1102.225132,30630.66622,4.47544108,9.371943949,7714.694454,677607.33,1.40E+38,4.958171726,11.93035345,20258.77783,2883499.38,6.53E+61,-1.243638058,0.53696679,0.083136111,0.023970912,1.334201965,1.673976434,2.309401078,28.44444449,151.7037041,207.1272499,1.843719209,2.513961019,39.94240006,252.4359686,555.5729952,0.265111896,1.141742893,1.69931256,2.215184485,3.682444629,-2.755797165,0.252107781,0.004039662,-0.000256754,0.938419377,2.321842911,3.192874013,103.9266978,1059.474949,26754.13875,-3.239929226,0.197905702,0.001534028,6.01E-05,1.039943794,7.767750755,48.61224128,5584477.932,13196959036,141.6772181,1,4
CrMo0.5NbTa0.5TiZr,1171.15404,924.9938617,0,0.2,0,0,0,0,0,0.1,0.2,0,0.2,0.2,0.1,0,0,0,0,0,0,5.1,0.219809008,7.986019711,-4.92,14.53343194,77.8,149.8,0.327,5.2,5.971,1.30435044,-0.031814,6.48,-0.0374,2500.45,1.62924054,2.258317958,26.01,132.651,164.0219073,-1.514996255,0.468837934,0.048316,0.010620292,1.245838763,2.077692477,2.825954655,63.77651082,509.3204725,2939.573292,1.593308531,2.218107301,24.2064,-119.095488,0.007299131,2.676451647,3.812273854,211.220644,3069.760853,2050167.264,4.354141431,8.820430828,6052.84,470910.952,6.14E+33,5.009301071,12.23928102,22440.04,3361517.992,1.14E+65,-1.117795108,0.571839138,0.106929,0.034965783,1.386801477,1.648658626,2.28035085,27.04,140.608,181.2722419,1.786914418,2.443562972,35.652841,212.8831136,391.8973722,0.26570517,1.142081626,1.70133007,2.219130626,3.685294496,-3.447848835,0.178364795,0.001012131,-3.22E-05,0.968686741,1.86872051,2.545584412,41.9904,272.097792,651.9709463,-3.286084575,0.193390796,0.00139876,-5.23E-05,0.963290742,7.824225995,50.0044998,6252250.202,15633439019,6721.11721,4,4
CrMoNbTi,1127.086052,954.4305413,0,0.25,0,0,0,0,0,0,0.25,0,0,0.25,0.25,0,0,0,0,0,0,5.5,0.246170673,5.888627877,-5.5,11.52565132,82,167.5,0.32,5.5,6.53,1.181530792,-0.02323125,5.75,-0.0975,2510.15,1.704748092,2.34520788,30.25,166.375,244.6919323,-1.401730191,0.496155896,0.0606,0.014917943,1.279117866,1.773023012,2.426649517,34.67593827,204.1936968,360.9097319,1.704748092,2.34520788,30.25,-166.375,0.004086771,2.444575101,3.394944966,132.8406384,1531.074879,101280.7173,4.406719247,9.055385138,6724,551368,4.09E+35,5.120983351,12.94217911,28056.25,4699421.875,5.55E+72,-1.139434283,0.565685425,0.1024,0.032768,1.377127764,1.704748092,2.34520788,30.25,166.375,244.6919323,1.876406943,2.555386468,42.6409,278.445077,685.3982115,0.166810879,1.086982425,1.396015012,1.649434723,3.259359788,-3.762256924,0.152418011,0.000539691,-1.25E-05,0.977036518,1.749199855,2.397915762,33.0625,190.109375,314.1906603,-2.327902901,0.3122499,0.00950625,-0.000926859,0.907102342,7.828097791,50.10139719,6300853.023,15816086214,6853.6693,4,4
CrMoNbV,1273.150001,1052.186643,0,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0,0,0,5.75,0.230475053,5.544761499,-4,11.52565132,80.25,180,0.3225,5.75,6.83,1.182876058,-0.02885625,5.3125,-0.091875,2570.65,1.749199855,2.397915762,33.0625,190.109375,314.1906603,-1.467612652,0.480078174,0.05311875,0.012242547,1.259198054,1.712853608,2.354731725,30.74438008,170.470255,255.8935401,1.386294361,2,16,-64,0.018315639,2.444575101,3.394944966,132.8406384,1531.074879,101280.7173,4.385146762,8.958236434,6440.0625,516815.0156,7.11E+34,5.192956851,13.41640786,32400,5832000,1.49E+78,-1.131652143,0.567890835,0.10400625,0.033542016,1.380574891,1.749199855,2.397915762,33.0625,190.109375,314.1906603,1.921324674,2.613426869,46.6489,318.611987,925.1908125,0.16794881,1.087601056,1.399195769,1.655075175,3.263747444,-3.545428672,0.169871275,0.000832683,-2.40E-05,0.971556116,1.670062534,2.304886114,28.22265625,149.9328613,202.8567368,-2.387326321,0.303108891,0.008441016,-0.000775518,0.91221917,7.851914064,50.70157788,6608241.423,16987475813,7586.269859,4,4
CrMoTaTi,1830.713731,874.5057498,0,0.25,0,0,0,0,0,0.25,0.25,0,0,0,0.25,0,0,0,0,0,0,5.25,0.263581107,5.888627877,-5.5,11.52565132,85.75,175,0.305,5.5,6.095,1.181530792,-0.01948125,14.3125,-0.09625,2713.4,1.658228077,2.291287847,27.5625,144.703125,190.5662685,-1.333394152,0.513401507,0.069475,0.018312297,1.301582858,1.773023012,2.426649517,34.67593827,204.1936968,360.9097319,1.704748092,2.34520788,30.25,-166.375,0.004086771,2.444575101,3.394944966,132.8406384,1531.074879,101280.7173,4.451436086,9.260129589,7353.0625,630525.1094,1.74E+37,5.164785974,13.22875656,30625,5359375,1.00E+76,-1.187443502,0.552268051,0.093025,0.028372625,1.356625003,1.704748092,2.34520788,30.25,166.375,244.6919323,1.807468763,2.468805379,37.149025,226.4233074,443.6340452,0.166810879,1.086982425,1.396015012,1.649434723,3.259359788,-3.938302814,0.139575249,0.000379519,-7.39E-06,0.980707283,2.661133281,3.783186488,204.8476563,2931.88208,1643765.164,-2.340806306,0.310241841,0.009264063,-0.000891666,0.908236928,7.90595774,52.0903062,7362539.56,19977514842,9701.265479,4,5
CrNb0.333Ti0.333Zr0.333,1084.363887,291.8385949,0,0.500250125,0,0,0,0,0,0,0.166583292,0,0.166583292,0.166583292,0,0,0,0,0,0,0,5.333666838,0.117990027,9.79060484,-8.000664679,10.3274713,87.84692352,142.3421712,0.288294147,5.333666838,6.320415213,1.303576833,-0.063556651,10.19783079,0.03916999,2363.195025,1.674038964,2.309473282,28.44800194,151.7321645,207.1963383,-2.137155175,0.343496764,0.013921646,0.001642615,1.125232889,2.281423236,3.128994222,95.85594313,938.4876608,17865.10843,2.079524623,2.828544622,64.01063531,-512.127629,0.00033524,2.334807461,3.213638328,106.6566635,1101.493631,30560.73518,4.475595794,9.372668965,7717.081972,677921.9098,1.42E+38,4.958233815,11.93072383,20261.2937,2884036.537,6.58E+61,-1.243773976,0.5369303,0.083113515,0.02396114,1.334149683,1.674038964,2.309473282,28.44800194,151.7321645,207.1963383,1.843784904,2.514043598,39.94764846,252.4857251,555.8037215,0.265111896,1.141742893,1.69931256,2.215184485,3.682444629,-2.755823629,0.252104445,0.004039448,-0.000256734,0.938420955,2.32217503,3.193404263,103.9957528,1060.53109,26844.89066,-3.239844387,0.197914098,0.001534288,6.01E-05,1.039947249,7.767769807,48.61270436,5584690.726,13197713340,145.9192975,1,4
CrNbTiVZr,971.4036733,1219.947199,0,0.2,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,5,0.117881296,8.334359749,-4.64,13.3808668,66.8,138.8,0.336,5,5.916,1.305475186,-0.047344,2.48,0.0264,2291.15,1.609437912,2.236067977,25,125,148.4131591,-2.138077127,0.343338457,0.013896,0.001638078,1.125110548,2.120386698,2.886929121,69.46155243,578.9175666,4164.534356,1.534714366,2.154065923,21.5296,-99.897344,0.009657698,2.593825836,3.657986714,179.0475963,2395.812037,647495.291,4.201703081,8.173126697,4462.24,298077.632,1.03E+29,4.933034048,11.78134118,19265.44,2674043.072,1.91E+60,-1.090644119,0.57965507,0.112896,0.037933056,1.399339025,1.609437912,2.236067977,25,125,148.4131591,1.777660545,2.432282878,34.999056,207.0544153,370.9250423,0.266567102,1.14257393,1.704265461,2.22487627,3.689441848,-3.050315183,0.217586764,0.002241454,-0.000106119,0.953759248,0.90825856,1.574801575,6.1504,15.252992,11.94126442,-3.634391269,0.162480768,0.00069696,1.84E-05,1.026751567,7.736809154,47.86595868,5249368.323,12027090232,5851.192469,4,3
CrNbTiZr,845.7023817,1031.083307,0,0.25,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0,0,0,0,5,0.12437343,8.707538803,-5,11.52565132,74.25,133.5,0.3275,5,5.905,1.303576833,-0.05016875,2.5625,0.024375,2318.15,1.609437912,2.236067977,25,125,148.4131591,-2.084466707,0.352666174,0.01546875,0.001923902,1.132438679,2.16418918,2.950853911,75.82123201,660.2163198,6048.338003,1.609437912,2.236067977,25,-125,0.006737947,2.444575101,3.394944966,132.8406384,1531.074879,101280.7173,4.307437778,8.61684397,5513.0625,409344.8906,1.76E+32,4.894101478,11.55422001,17822.25,2379270.375,9.51E+57,-1.116267224,0.572276157,0.10725625,0.035126422,1.387495051,1.609437912,2.236067977,25,125,148.4131591,1.77579945,2.430020576,34.869025,205.9015926,366.8672258,0.265111896,1.141742893,1.69931256,2.215184485,3.682444629,-2.992362956,0.223983816,0.002516903,-0.00012627,0.951068918,0.940983344,1.600781059,6.56640625,16.82641602,12.96819732,-3.714197262,0.15612495,0.000594141,1.45E-05,1.024674499,7.748524733,48.14717022,5373819.423,12457319494,1876.785689,2,2
CrTaTi0.17VW,1559.427326,697.0210276,0,0.239808153,0,0,0,0,0,0.239808153,0.040767386,0.239808153,0,0,0,0,0.239808153,0,0,0,0,5.43884891,0.332660242,5.54378722,-4.458016303,12.47228105,105.3908871,203.5251795,0.302446043,5.918465216,6.517793752,1.181857738,-0.014148278,-2.618912054,-0.136357101,2931.557668,1.693567441,2.332133982,29.58107747,160.8870109,230.1770764,-1.100633604,0.57676706,0.110662837,0.036813126,1.394673367,1.712677881,2.35452484,30.73357674,170.38041,255.6443498,1.494703892,2.111401502,19.87390936,-88.59821192,0.011585322,2.523508666,3.531611679,155.5577946,1940.160534,261001.3999,4.657676172,10.26600639,11107.23908,1170601.78,5.90E+45,5.315789729,14.26622513,41422.49869,8430521.481,2.45E+88,-1.195852388,0.549950946,0.091473609,0.027665831,1.353164662,1.778077161,2.432789596,35.02823051,207.3133639,371.8405807,1.874535937,2.552997014,42.48163539,276.8865377,677.0829234,0.167087555,1.087132806,1.396787713,1.650804367,3.260425597,-4.258162358,0.118946534,0.000200174,-2.83E-06,0.985951339,0.962758985,1.618305303,6.858700347,-17.96233301,0.072882112,-1.992478092,0.369265624,0.018593259,-0.002535323,0.872530995,7.983289188,54.14386085,8594030.361,25193895603,7832.616574,4,5
CrTaTi0.3VW,1335.199591,1151.832277,0,0.23255814,0,0,0,0,0,0.23255814,0.069767442,0.23255814,0,0,0,0,0.23255814,0,0,0,0,5.395348848,0.33010561,5.525285507,-4.586262863,12.82528553,103.5348839,200.6976748,0.304186047,5.860465128,6.464651176,1.181857738,-0.013319091,-2.195781512,-0.134072472,2901.615122,1.685537258,2.322789024,29.10978919,157.0574676,220.3790125,-1.108342645,0.574548179,0.108969714,0.035971514,1.391115036,1.709334922,2.350592586,30.52877993,168.6802253,250.9579781,1.523065501,2.141556178,21.03380705,-96.46656813,0.010190872,2.551418654,3.581240781,164.4879489,2109.604911,371493.0853,4.639908598,10.17520928,10719.47218,1109839.308,9.22E+44,5.30179967,14.16678068,40279.55667,8084013.366,1.45E+87,-1.190115768,0.55153064,0.092529151,0.028146077,1.355521223,1.768228974,2.420839757,34.34505152,201.2779767,350.8873136,1.866349055,2.542567831,41.79171483,270.1688584,642.0403653,0.167087555,1.087132806,1.396787713,1.650804367,3.260425597,-4.318556859,0.115408366,0.000177398,-2.36E-06,0.986769216,0.786538025,1.481816963,4.821456448,-10.58686493,0.111271567,-2.009374789,0.36615908,0.017975428,-0.00241001,0.874526684,7.9730228,53.86664202,8419370.316,24429772227,11701.69008,4,5
CrTaVW,1903.033007,713.2062174,0,0.25,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0.25,0,0,0,0,5.5,0.335959447,5.562046015,-4.25,11.52565132,108,207.5,0.3,6,6.5925,1.182755511,-0.01535625,-3.25,-0.139375,2973.65,1.704748092,2.34520788,30.25,166.375,244.6919323,-1.09076482,0.579620089,0.11286875,0.037919323,1.399282279,1.715966029,2.358399036,30.93635587,172.0694349,260.3549819,1.446918983,2.061552813,18.0625,-76.765625,0.014264234,2.444575101,3.394944966,132.8406384,1531.074879,101280.7173,4.682131227,10.39230485,11664,1259712,8.01E+46,5.33513134,14.40486029,43056.25,8934171.875,1.31E+90,-1.203972804,0.547722558,0.09,0.027,1.349858808,1.791759469,2.449489743,36,216,403.4287935,1.885932639,2.567586415,43.46105625,286.5170133,729.6025983,0.167846895,1.087545636,1.398910599,1.65456922,3.263354033,-4.176232722,0.123920337,0.000235814,-3.62E-06,0.984761056,1.178654996,1.802775638,10.5625,-34.328125,0.038774208,-1.970587137,0.373329613,0.019425391,-0.002707414,0.869901754,7.997545433,54.53118374,8842594.323,26294780607,8321.888964,4,5
Hf0.25Nb0.25TiV0.5Zr0.5,794.3852664,768.6035255,0,0,0,0,0,0,0,0,0.4,0.2,0.2,0.1,0,0,0,0,0,0.1,0,4.4,0.12163881,6.412387109,-0.72,12.22830167,48.6,122.8,0.363,4.2,5.369,1.209249248,-0.0301,-5.28,0.0342,2164.335,1.481604541,2.097617696,19.36,85.184,81.45086866,-2.106699199,0.348767559,0.014796,0.001799768,1.12934612,1.858231606,2.532269162,41.11870844,263.6690759,609.3465229,-0.328504067,0.848528137,0.5184,-0.373248,0.486752256,2.503753074,3.496898865,149.5313617,1828.5146,204495.586,3.883623531,6.971370023,2361.96,114791.256,1.28E+21,4.810557016,11.08151614,15079.84,1851804.352,2.14E+53,-1.013352445,0.602494813,0.131769,0.047832147,1.437635859,1.435084525,2.049390153,17.64,74.088,66.68633104,1.680641671,2.317110269,28.826161,154.7676584,214.6481122,0.189999711,1.099658696,1.462283744,1.768265518,3.350967962,-3.503230107,0.173493516,0.00090601,-2.73E-05,0.970348494,1.663926098,2.297825059,27.8784,-147.197952,0.005092431,-3.375529635,0.18493242,0.00116964,4.00E-05,1.034791544,7.679868434,46.52241395,4684345.992,10138493983,794.3852664,1,2
Hf0.25Nb0.5TiV0.5Zr0.5,823.5740917,866.9321097,0,0,0,0,0,0,0,0,0.363636364,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0.090909091,0,4.54545455,0.119627521,6.116656251,5.55E-17,12.60159592,53.72727278,127.0909092,0.366363637,4.363636368,5.528181824,1.209249248,-0.02661157,-8.36363638,0.024793388,2217.590911,1.514127734,2.132007165,20.66115707,93.91435039,94.20323756,-2.123372355,0.345872117,0.014310744,0.001711959,1.127076961,1.811015583,2.473187468,37.41348369,228.8454189,453.3462811,-37.43014865,7.45E-09,3.08E-33,1.71E-49,1,2.533823466,3.549872663,158.8002197,2001.136201,297032.2269,3.983920746,7.329889002,2886.61984,155090.2116,2.16E+23,4.844902651,11.27346039,16152.0992,2052784.973,1.57E+55,-1.004128895,0.605279801,0.134222315,0.049174175,1.442479686,1.473305739,2.088931873,19.04132235,83.08940671,78.54222419,1.709858977,2.351208588,30.56079428,168.9456275,251.6858855,0.189999711,1.099658696,1.462283744,1.768265518,3.350967962,-3.626409195,0.163130531,0.000708176,-1.88E-05,0.973739398,2.123893306,2.891995225,69.9504135,-585.0398231,0.000233195,-3.697178274,0.157459163,0.000614712,1.52E-05,1.0251033,7.70417671,47.09130398,4917709.449,10905467776,823.5740917,1,2
Hf0.25NbTaW0.5,2234.103628,357.6897454,0,0,0,0,0,0,0,0.363636364,0,0,0,0.363636364,0,0,0.181818182,0,0,0.090909091,0,5.45454546,0.33358558,3.736025085,-3.438016536,10.50602295,116.8181819,200.9090911,0.353636364,5.818181824,6.562727279,1.1734311,-0.000446281,0.413223141,-0.086280992,3195.409094,1.69644929,2.335496834,29.75206618,162.2839975,233.818567,-1.097855835,0.57756868,0.111279339,0.037121183,1.395964508,1.318022235,1.932879998,13.95788344,52.14700265,41.93098637,1.234894717,1.854188916,11.8199577,-40.63721003,0.032128348,2.351948707,3.241299577,110.3765182,1159.618234,36534.88914,4.760618725,10.80824601,13646.48762,1594157.873,5.41E+50,5.302852523,14.17424041,40364.46289,8109587.551,1.79E+87,-1.039486114,0.594673325,0.125058678,0.044225296,1.424237188,1.760987812,2.412090758,33.85123974,196.9526678,336.3599358,1.88140626,2.561782051,43.06938934,282.6526563,708.2005236,0.159932021,1.083250248,1.376940546,1.61574486,3.233066605,-7.714561759,0.021125364,1.99E-07,-8.89E-11,0.999553819,-0.883767539,0.642824347,0.170753364,0.070559242,1.511682307,-2.45014596,0.293736263,0.00744441,-0.000642311,0.917336431,8.069470401,56.52794967,10210639.28,32627169605,4380.2421,3,5
Hf0.25TiV0.5Zr0.5,677.8560394,766.6569681,0,0,0,0,0,0,0,0,0.444444444,0.222222222,0.222222222,0,0,0,0,0,0,0.111111111,0,4.222222218,0.123107902,6.755623782,-1.777777774,10.58395759,42.33333329,117.5555554,0.358888889,3.999999996,5.174444439,1.208866705,-0.034567901,-0.543209875,0.047407407,2099.244442,1.440361581,2.054804667,17.82716046,75.27023297,68.18483763,-2.094694056,0.350867357,0.015155556,0.001865769,1.131006452,1.910375311,2.599158283,45.63845268,308.3162163,858.8753338,0.575364143,1.333333332,3.160493814,-5.618655657,0.169013316,2.35933942,3.253299493,112.0201583,1185.616604,39496.11494,3.745574797,6.506407095,1792.111107,75866.0368,2.43E+18,4.766911034,10.84230397,13819.30861,1624536.498,1.13E+51,-1.02474244,0.599073359,0.128801235,0.046225332,1.431737711,1.38629436,1.999999999,15.99999997,63.99999981,54.59814981,1.643731979,2.274740521,26.77487525,138.5451044,176.6984203,0.189683313,1.099484745,1.46135871,1.766587889,3.349686318,-3.364829744,0.18592445,0.00119494,-4.13E-05,0.966022744,-0.610259524,0.73702773,0.295076968,-0.160288723,0.580880702,-3.048976797,0.217732421,0.002247462,0.000106546,1.048549108,7.649332769,45.81751239,4406827.227,9251007564,677.8560394,1,2
Hf0.26NbTaTi0.578Zr0.416,2028.600126,84.9682659,0,0,0,0,0,0,0,0.307314075,0.177627535,0,0.127842655,0.307314075,0,0,0,0,0,0.079901659,0,4.921942221,0.101232647,3.983065097,2.442646347,12.4462035,86.37369387,154.0516287,0.364388445,5.069452978,5.787498458,1.128816417,-0.012413388,4.78234418,0.00192719,2757.269543,1.593703213,2.218545069,24.22551523,119.2365862,137.2689611,-2.290333975,0.318170783,0.010248049,0.001037437,1.106534044,1.382051648,1.995761784,15.86480757,63.19056129,53.68132078,0.89308202,1.562896781,5.966521177,14.57410116,11.5034426,2.521415637,3.527917729,154.9079816,1928.016262,254283.102,4.45868316,9.293744879,7460.414993,644383.6007,3.25E+37,5.037287798,12.41175365,23731.90431,3655938.51,8.01E+66,-1.009534824,0.60364596,0.132778939,0.048383111,1.439633324,1.623232918,2.251544576,25.6993535,130.2816641,159.0872793,1.755700153,2.405722024,33.4951384,193.8530618,326.1960099,0.121169665,1.062457725,1.274226503,1.438367796,3.091994701,-4.388979711,0.111415385,0.000154092,-1.91E-06,0.98766334,1.564930841,2.186857147,22.87081586,109.3761131,119.3838796,-6.251692296,0.043899772,3.71E-06,7.16E-09,1.001929048,7.921996173,52.50970904,7602535.333,20962239123,42.48413295,1,5
