,PC1,PC2,PC3,Assigned Point
56,6.885938754842068,8.75278690166555,0.25651173710434466,2172.407961
57,6.128970305789132,8.922226420653345,1.345835174616293,2027.799388
58,5.348873283124688,9.122888409425459,2.2844747957708678,5543.95042
59,5.037847067170548,9.063008657500033,3.244367311934461,3710.243413
60,4.6145662513527395,9.098820903624459,4.125987351468791,6004.890013
61,9.129181979775668,6.457365959333696,-4.7486745554163505,42.00219432
62,-2.660255490215477,2.155936300383819,0.7925666923785557,848.1050761
63,4.327088177570909,-0.10842557686890604,0.8241507037023696,8105.384691
64,-0.40905462989653135,5.851189789305706,4.342401634056054,141.6772181
65,-0.7882947300205392,1.7539642541184448,5.049087319960216,6721.11721
66,3.401437346209149,-0.40986473572076537,1.0454286102337251,6853.6693
67,4.327088177570909,-0.10842557686890598,0.8241507037023699,7586.269859
68,4.120068956565595,-1.1603720270416256,1.8500977372125018,9701.265479
69,-0.4059063375665449,5.852487289105898,4.341682564526092,145.9192975
70,-3.4122354703057116,3.3345139125088825,3.387079603960642,5851.192469
71,-2.847999402900884,3.3650213235246555,2.992203658428907,1876.785689
72,8.105552464636782,-3.1836281524169205,3.632084490213615,7832.616574
73,7.6225632323106876,-3.0638718548020023,3.666945351199981,11701.69008
74,8.836145327437135,-3.4195950465598752,3.3802652117846677,8321.888964
75,-6.182731170991401,-0.12737801650606329,-0.7556757337354981,794.3852664
76,-5.701973345311585,-0.7342319074258552,-1.1611892283429246,823.5740917
77,8.311930077411217,-6.784815102873253,2.1034666798909902,4380.2421
78,-6.709657869641553,0.08832040983501033,-1.262756356676232,677.8560394
79,-0.8766994770303793,-2.8068001808756806,-1.9545725049704774,42.48413295
80,-0.8756854950487434,-2.8069694959355043,-1.9556310956929628,56.8684292
81,-4.215583882964095,-1.7188225187753785,-1.889020450118058,869.6319218
82,-4.215427948062514,-1.7184675698742493,-1.888440355556037,85.008328
83,-4.203126447601199,1.8378511985382804,7.797868532435482,3524.205161
84,-4.5798785517678775,2.7698096813454725,10.021386792545943,6731.560624
85,-5.1898590381933465,3.9398173883006242,12.658515313091431,10003.40745
86,-2.2748994302940315,-1.4760969980642413,1.3161103246470751,4607.332009
87,0.7460303977967623,-2.890099288603878,1.847822853061315,7378.837759
88,2.7047956377363596,-3.688343669915481,6.116679161016808,6593.406218
89,-0.6433147601065385,-2.3871164550890156,2.7642392234609137,8690.161521
90,1.0413692015579432,-3.2260311255789182,2.439805418333547,8987.325891
91,-1.674734744920191,-2.3052422694274592,1.7529665543160233,3993.760486
92,-1.4119394072776832,-2.3893076783510545,2.304629305360434,8979.68276
93,-6.461103049747518,3.2226029891137893,8.138253890777712,6119.162571
94,-7.415112167824192,3.4718211834864268,8.833419157434337,2575.506855
95,-1.414766561008945,-3.030320892787806,-2.1217820180073494,1841.835775
96,1.7144499168372724,-3.760003362779618,4.070267921775246,2483.38324
97,-3.008251056859376,-2.2017883753189555,-1.3043942421279193,1981.014266
98,-6.461103049747517,3.222602989113789,8.138253890777712,2293.426851
99,-4.766114753806614,-2.1574961099182914,-2.806892809496873,132.8060782
100,6.449965326253899,-0.8808268861976906,10.824693715271739,7516.637364
101,4.300300862559459,-5.180733875250072,-1.1931835490860305,3756.010892
102,6.0991526007802825,-5.66471320808262,2.369144487495941,6623.941815
103,8.337797086096572,-6.88391013930882,1.9289664858747635,4187.934219
104,8.743084770404545,-6.35699034187009,2.2430075481597673,7395.448341
105,12.58852218272833,-8.121885908572278,2.540688101758561,4077.401107
106,3.627035611703369,-4.911254612134781,-2.7382911999922053,4117.552589
107,-1.0409840404530593,-2.150564380665755,1.5781634709440977,6337.761263
108,4.218663127586218,-4.123209063967905,-2.428724353558047,4624.75766
109,4.940185835976644,-4.605519495954281,-0.4894733590431678,6444.638537
110,4.674453047031877,-4.238308186940677,-1.2812660212011384,6332.554686
111,4.747748522232804,-4.313512594802593,-0.8916111346298081,6521.704082
112,4.815020525428612,-4.4334397319435555,-0.6698704200793201,4812.562072
113,9.98240137914792,-7.2446647392912595,1.6139992803117171,7473.626581
114,9.872896332484927,4.953559149544368,-9.02027088254111,17.61399362
115,-4.8645278359355295,-0.22903817136735527,-1.3250432077602219,851.3417247
116,-4.948605578673514,-2.327063318301978,-4.873521589576445,52.8235939
117,12.58852218272833,-8.121885908572278,2.540688101758561,2544.017086
118,-4.586435943418841,-2.656589710314097,-4.903056870941509,3354.65914
119,-3.530139115329831,-2.268222196233054,-3.469982877248908,2095.434909
120,1.0294204877284756,-4.634928866889747,-6.8686528427120175,56.47237995
121,-0.5119945606205568,-2.840811778504537,-3.772733184085464,2230.832946
122,-3.212726834807206,-0.7005617796797045,-0.09003059845115595,1798.933614
123,7.7099795392671355,-7.7239851762053995,0.3975740841039012,2735.328977
124,-4.8645278359355295,-0.22903817136735521,-1.3250432077602219,865.1299558
125,-5.106643338969946,-0.5337826347648477,-1.454864194461084,772.0264007
126,-4.586435943418841,-2.656589710314097,-4.903056870941509,2006.115853
127,-4.770086535235117,-1.239177515505281,-1.7604722525731575,858.52
128,-2.0001443469674927,-1.547253583381909,2.0481005705671946,5378.584351
129,-3.798882250611546,-1.623779715901653,-0.4264570810605563,1962.730291
130,1.2457421057232252,-3.0978013629567194,1.957966987778812,2086.805772
